index,LATITUDE,LONGITUDE
89,25.8922233665,-80.1789822571
90,25.8925468499,-80.1813693147
91,25.8928846136,-80.1823566821
92,25.8929885539,-80.1799318737
93,25.8930362491,-80.1746674346
94,25.8932987116,-80.174677389
95,25.8937648873,-80.1767658574
96,25.8938034675,-80.1733939074
97,25.8939203602,-80.1800035795
98,25.8951199577,-80.1734168625
99,25.8951199577,-80.1734168625
100,25.8951761516,-80.1851394069
101,25.8952027125,-80.1715830055
102,25.8954311735,-80.179037496
103,25.8955446743,-80.1757701797
104,25.8957279461,-80.1716107595
105,25.8960459609,-80.1732342977
106,25.8960551672,-80.1730001514
107,25.8964786893,-80.1751765451
108,25.8965755247,-80.1732584037
109,25.8968126479,-80.1789209293
110,25.8968452287,-80.1761042185
111,25.8970000292,-80.1720956497
112,25.8980593349,-80.1819714401
113,25.8982585826,-80.1683641276
114,25.8983020474,-80.1758263284
115,25.8983096461,-80.1756232175
116,25.8984741482,-80.1784993095
117,25.89925744,-80.1752729481
118,25.8995099212,-80.1782129693
119,25.9008043265,-80.1700110235
120,25.9010165372,-80.1856294488
121,25.9012806298,-80.169971446
122,25.9016786372,-80.170371522
123,25.9017514891,-80.1824870241
124,25.9019343324,-80.1781129652
125,25.9021546567,-80.1807316738
126,25.902195306,-80.1704385656
127,25.9022042216,-80.179596393
128,25.9023291054,-80.1670504727
129,25.9025868631,-80.1700056486
130,25.9026909427,-80.1807482972
131,25.9026971799,-80.1670736582
132,25.9029284577,-80.1838590358
133,25.9029578161,-80.1630673721
134,25.9031540656,-80.1783270266
135,25.9035957684,-80.1671272258
136,25.9038118297,-80.1759612559
137,25.9039079019,-80.1642971087
138,25.9039421218,-80.1720914886
139,25.9041478964,-80.1761807456
140,25.9043114745,-80.1723349461
141,25.9043284329,-80.1718848033
142,25.9044537343,-80.1822757188
143,25.9044950818,-80.1812553054
144,25.9045386947,-80.1801766386
145,25.9046977743,-80.1852880352
146,25.9047186144,-80.1848969648
147,25.9047284136,-80.184705787
148,25.9049857345,-80.1687928288
149,25.9058598674,-80.1688348111
150,25.9065503178,-80.1749276331
151,25.9066766635,-80.1808190831
152,25.9066887152,-80.1708558625
153,25.9067065237,-80.1800895217
154,25.9068374355,-80.1673050663
155,25.9069712987,-80.1736755675
156,25.907272146,-80.1829822474
157,25.9073984083,-80.1857489253
158,25.9074753562,-80.1842232014
159,25.9076080462,-80.1809155598
160,25.9077241152,-80.1778998859
161,25.9078385681,-80.1746434183
162,25.9079000828,-80.1866303254
163,25.9079606398,-80.1843375731
164,25.9080799152,-80.1679541238
165,25.9080799152,-80.1679541238
166,25.9080799152,-80.1679541238
167,25.9084862225,-80.1809653567
168,25.9088680135,-80.1844718855
169,25.9090007924,-80.1806786125
170,25.909284319,-80.1739219533
171,25.909284319,-80.1739219533
172,25.9092981109,-80.1830952235
173,25.9093568695,-80.1816593407
174,25.9101134278,-80.1845277435
175,25.910185971,-80.1824877683
176,25.9104492884,-80.1663312745
177,25.9105355693,-80.1737965065
178,25.9105560003,-80.1836724106
179,25.9105810242,-80.1726272017
180,25.9107010124,-80.1698028342
181,25.9108132286,-80.1840412429
182,25.9109240694,-80.1761511512
183,25.9110506909,-80.1820461351
184,25.9112117097,-80.1696305155
185,25.9112435518,-80.1688170758
186,25.9113995307,-80.1650776278
187,25.9114580637,-80.1820673903
188,25.9114604871,-80.1816726029
189,25.9118204644,-80.1751409529
190,25.9119311713,-80.1744840264
191,25.9120619198,-80.1756886724
192,25.9121536397,-80.16845088
193,25.9121536397,-80.16845088
194,25.9123749452,-80.172711819
195,25.9123749452,-80.172711819
196,25.9126559885,-80.1808826571
197,25.9126781202,-80.1837355733
198,25.9131205463,-80.1669114273
199,25.9132518153,-80.1729620394
200,25.913356645,-80.1703433498
201,25.9135711039,-80.1848723938
202,25.9138375772,-80.1771769034
203,25.9140925038,-80.174199268
204,25.9140925038,-80.174199268
205,25.9144881241,-80.180966814
206,25.9144942288,-80.1760732395
207,25.9145798764,-80.1804004022
208,25.914703533,-80.1809763644
209,25.9148198291,-80.1765342829
210,25.9150386851,-80.170065492
211,25.9150561293,-80.1761060408
212,25.9156358273,-80.1725607933
213,25.9157225051,-80.1690394716
214,25.9159330006,-80.170111391
215,25.9160156179,-80.1831887989
216,25.9160156179,-80.1831887989
217,25.9161595844,-80.1842872884
218,25.916466367,-80.1714232382
219,25.9168118944,-80.1714198552
220,25.916844307,-80.1705358379
221,25.9169628682,-80.172016678
222,25.9169894852,-80.1839059821
223,25.9170581501,-80.1762122019
224,25.9170819484,-80.1708449504
225,25.9174023966,-80.174141974
226,25.9177266112,-80.1707298622
227,25.9177312537,-80.177092478
228,25.9177573029,-80.1740670141
229,25.9181564732,-80.1694467719
230,25.9184703324,-80.1612227334
231,25.9185456145,-80.1813898011
232,25.9185518307,-80.1698447644
233,25.9189027326,-80.1819651642
234,25.9192384741,-80.1748879936
235,25.9192981875,-80.1795135506
236,25.9193007826,-80.1821768602
237,25.9194751061,-80.179983075
238,25.9197340003,-80.1808883585
239,25.9198042072,-80.1763441918
240,25.9199923497,-80.1679891614
241,25.9202933783,-80.172618138
242,25.9203057956,-80.1723141791
243,25.9203790871,-80.177693234
244,25.9203945319,-80.1714588785
245,25.9204703706,-80.17006792
246,25.9206874123,-80.1721855006
247,25.9210036173,-80.1671136957
248,25.9211220676,-80.1775141096
249,25.9211735356,-80.1835830925
250,25.9212388101,-80.1710923492
251,25.9213647892,-80.1613515532
252,25.9217254844,-80.1715180578
253,25.9217766555,-80.1635593853
254,25.9218943556,-80.1845946477
255,25.921926567,-80.1832960173
256,25.9220165423,-80.1635924948
257,25.9220446597,-80.1624232243
258,25.9221220641,-80.1785663209
259,25.922523304,-80.1628157804
260,25.9226732445,-80.1688690961
261,25.9227651818,-80.179513041
262,25.9228978525,-80.1642408785
263,25.922925027,-80.1752925066
264,25.9231770291,-80.1877666919
265,25.923320785,-80.1846609486
266,25.9233443506,-80.1665226851
267,25.9234612004,-80.1829622292
268,25.9235347484,-80.1777944738
269,25.9235613377,-80.1701178185
270,25.9237715721,-80.1757151793
271,25.9239039216,-80.174590884
272,25.9239039216,-80.174590884
273,25.9239137321,-80.1876971467
274,25.9240448109,-80.1842317321
275,25.9242917063,-80.1737629153
276,25.924314721,-80.1732431334
277,25.9243227858,-80.1730369081
278,25.9247396996,-80.1818963777
279,25.9260434489,-80.1829189418
280,25.9268171425,-80.1863652616
281,25.9285374213,-80.1773315148
282,25.9285576627,-80.1768745147
283,25.9285677127,-80.1766476175
284,25.928799775,-80.1775691804
285,25.9292965995,-80.2007357326
286,25.9294178303,-80.1603302657
287,25.9295680735,-80.194928446
288,25.929951026,-80.1840333811
289,25.9299746614,-80.1833734354
290,25.9302346164,-80.1979049401
291,25.9302645261,-80.1971769672
292,25.9302776776,-80.1868170269
293,25.9303044975,-80.1945799476
294,25.9304581081,-80.1999117282
295,25.9305044342,-80.1987956883
296,25.9305606431,-80.1872947488
297,25.9306419759,-80.1672292984
298,25.9306724358,-80.1664687505
299,25.9309381059,-80.197755745
300,25.9310356838,-80.1792638899
301,25.9310867795,-80.1657715212
302,25.9311769323,-80.1906896975
303,25.9312307859,-80.1988260159
304,25.9312309445,-80.1911594714
305,25.931353579,-80.1979639432
306,25.931359744,-80.1860802746
307,25.9313970529,-80.196243158
308,25.9314460646,-80.1951593709
309,25.9315116589,-80.168516141
310,25.9315143014,-80.1901640681
311,25.9315314937,-80.1679604159
312,25.9317262948,-80.1955237685
313,25.9318242404,-80.168838316
314,25.9318286453,-80.1686942299
315,25.931972011,-80.1637677892
316,25.9319938386,-80.1887994039
317,25.9322084166,-80.1781375698
318,25.9322871322,-80.1579665181
319,25.9324405949,-80.1952423009
320,25.9324472836,-80.1950853646
321,25.932459842,-80.1947695498
322,25.9325557265,-80.1927587
323,25.9325880674,-80.1919710756
324,25.932748266,-80.1689284802
325,25.9328383296,-80.1967643507
326,25.9330561285,-80.2003807503
327,25.9330974513,-80.1594013433
328,25.9331187547,-80.158875358
329,25.9332837779,-80.1889305611
330,25.9333445367,-80.2003952919
331,25.9333970774,-80.1725886177
332,25.9334836933,-80.166770834
333,25.9335230787,-80.1814242862
334,25.9337451107,-80.1754691188
335,25.9337724193,-80.1686157801
336,25.9342168701,-80.1956497882
337,25.9343589605,-80.1898025849
338,25.9344329351,-80.1655505761
339,25.9345989409,-80.1930416145
340,25.9346656331,-80.1692981922
341,25.9348371909,-80.1647968296
342,25.9349084358,-80.1845468271
343,25.9351078086,-80.1716260339
344,25.9351737958,-80.1847784726
345,25.9351751524,-80.1570035848
346,25.9351756159,-80.1700002115
347,25.9352930346,-80.1565270619
348,25.9353423301,-80.1655851292
349,25.9353441096,-80.177934386
350,25.9355581229,-80.1607856015
351,25.9355776406,-80.1690028025
352,25.9356425887,-80.1769695833
353,25.9358003217,-80.1636067181
354,25.9359010458,-80.1614255514
355,25.9359151462,-80.1746672898
356,25.9359615804,-80.1941792884
357,25.935993955,-80.1592100069
358,25.9360697359,-80.1577791764
359,25.9361349149,-80.1565230655
360,25.936303572,-80.1869780487
361,25.9363537641,-80.1935161559
362,25.9363694879,-80.1969138981
363,25.9363982705,-80.1713040332
364,25.9365426199,-80.1838741325
365,25.9365724241,-80.1667162732
366,25.9365785597,-80.1961595609
367,25.936773693,-80.1746448849
368,25.9368824882,-80.1621059768
369,25.9371932235,-80.1649025239
370,25.9372140568,-80.1871622384
371,25.9372917225,-80.1822720267
372,25.9372986601,-80.1716280268
373,25.9373798466,-80.1839155246
374,25.9373857043,-80.1910780064
375,25.9377093353,-80.1765368071
376,25.9377231975,-80.1615979561
377,25.9378225468,-80.1831240353
378,25.9379315163,-80.1897979958
379,25.9380462891,-80.1869850002
380,25.9381243355,-80.1735302411
381,25.9381912021,-80.1902793962
382,25.938274856,-80.187922864
383,25.9383213225,-80.1808323152
384,25.9383240456,-80.1683284831
385,25.9383329382,-80.1681662382
386,25.9384804786,-80.1629426235
387,25.938626793,-80.1614684593
388,25.938632457,-80.1629477472
389,25.9386626228,-80.1884067281
390,25.9386916171,-80.1723164554
391,25.9388659461,-80.1680985746
392,25.9390370615,-80.1732615036
393,25.93906884,-80.1786392579
394,25.9391005074,-80.1884290954
395,25.9392171194,-80.1823400763
396,25.9393199869,-80.1897884584
397,25.9393399962,-80.1902205704
398,25.9395248716,-80.1881386733
399,25.9395351407,-80.190674288
400,25.9396679365,-80.1905104832
401,25.9396851568,-80.1819183127
402,25.9397045981,-80.1870249043
403,25.9397571141,-80.1897226571
404,25.9398536521,-80.1848953399
405,25.9399548113,-80.1728145308
406,25.9399767266,-80.1721938942
407,25.9401438142,-80.1794640281
408,25.9401516393,-80.1792321019
409,25.9402154098,-80.1630121319
410,25.9405554483,-80.1833164178
411,25.9409320878,-80.1842566642
412,25.941089476,-80.15909128
413,25.9411440952,-80.1792724182
414,25.9411870552,-80.1568890096
415,25.9413369819,-80.1615146721
416,25.9413506631,-80.1612069767
417,25.9413798033,-80.1734943366
418,25.941491863,-80.158307688
419,25.9415007355,-80.1581268841
420,25.941929266,-80.1601941504
421,25.9419812726,-80.1675679732
422,25.9420489424,-80.1658952177
423,25.9420854632,-80.1649741964
424,25.9422212483,-80.1753869145
425,25.9422970487,-80.1602101437
426,25.9425795086,-80.1659272886
427,25.9425912407,-80.1801418064
428,25.942690212,-80.172921219
429,25.9427475918,-80.1713629487
430,25.9428908511,-80.1588256365
431,25.9429450446,-80.1664014717
432,25.9431189485,-80.1619008867
433,25.9431590354,-80.1609285632
434,25.9431838094,-80.160438398
435,25.9431942199,-80.1602393411
436,25.9433620789,-80.1691744283
437,25.9434075862,-80.1820738555
438,25.9434750892,-80.1761463017
439,25.9434854804,-80.1758585974
440,25.9435773791,-80.1731299655
441,25.943601146,-80.1723205714
442,25.9437687816,-80.1593126851
443,25.9438396569,-80.1574258118
444,25.9438727672,-80.1658401969
445,25.9441079974,-80.1598131338
446,25.9441416256,-80.1589525216
447,25.9442181391,-80.1567783946
448,25.9443056215,-80.1788564304
449,25.9444452005,-80.1770185077
450,25.9447019265,-80.1599830229
451,25.9450314986,-80.1537766514
452,25.9450546831,-80.159999624
453,25.9451689201,-80.1786253112
454,25.9451995285,-80.1851486947
455,25.9454375393,-80.1850974783
456,25.9455536528,-80.1855465255
457,25.8841514518,-80.2078783889
458,25.8844466242,-80.2017369334
459,25.8846916122,-80.2033725889
460,25.88493383,-80.1994786135
461,25.885846227,-80.1961690791
462,25.8859870388,-80.2071758691
463,25.8859958958,-80.2011117861
464,25.8862455758,-80.1960507384
465,25.8863900247,-80.1978918398
466,25.8864179455,-80.2057669529
467,25.8864220585,-80.197147955
468,25.8867569432,-80.197908777
469,25.886869912,-80.1939251562
470,25.8868832422,-80.1936942142
471,25.8869439677,-80.2058487883
472,25.8869823732,-80.1956176145
473,25.8872309696,-80.1960894501
474,25.8873483543,-80.2051818163
475,25.887861433,-80.2005293163
476,25.887991111,-80.1924229329
477,25.8888494215,-80.1976792717
478,25.8891516116,-80.1995057119
479,25.8893953057,-80.2004833812
480,25.8894063385,-80.2002809662
481,25.8897910073,-80.1927687937
482,25.8901529778,-80.2036952339
483,25.8901631515,-80.2034704699
484,25.8903515981,-80.2004594486
485,25.8904611192,-80.1960236434
486,25.890739094,-80.1889226218
487,25.8908104211,-80.2005832475
488,25.8908465993,-80.2081217765
489,25.8908682828,-80.2017147239
490,25.8910336338,-80.2017237407
491,25.8910370729,-80.2036503832
492,25.8912445369,-80.1968563785
493,25.8912515908,-80.1921576516
494,25.8913825816,-80.207992646
495,25.8915017103,-80.1914699689
496,25.8916638645,-80.1965529837
497,25.8917447291,-80.1948476689
498,25.8920167176,-80.1977039115
499,25.8921163287,-80.2002783044
500,25.8925236695,-80.1894442376
501,25.8925776791,-80.1941636349
502,25.8926225325,-80.1879225437
503,25.8928084787,-80.2051339093
504,25.8928872221,-80.2034932776
505,25.8930591975,-80.1959726182
506,25.8930871402,-80.1920182923
507,25.8931851979,-80.2084387294
508,25.8932292962,-80.2073493986
509,25.8933646426,-80.2040717131
510,25.8934499938,-80.1962177059
511,25.8935311289,-80.2016211812
512,25.8936015267,-80.1882064204
513,25.8936673579,-80.1973555702
514,25.8944901851,-80.2012333563
515,25.894801712,-80.2012507312
516,25.8951054211,-80.1960835755
517,25.8951246667,-80.1956372505
518,25.8952671567,-80.193067339
519,25.8953703146,-80.1996817279
520,25.8953995762,-80.1903748517
521,25.8955373881,-80.2048872642
522,25.8956047491,-80.2036332974
523,25.8958038477,-80.190523157
524,25.8958106826,-80.1902270436
525,25.8958566856,-80.1890110004
526,25.8963886834,-80.196352266
527,25.8965381606,-80.2007424127
528,25.8966576736,-80.1963699766
529,25.8967023416,-80.1903108068
530,25.8968869395,-80.2066008325
531,25.8970184049,-80.203529662
532,25.8970587811,-80.1966165219
533,25.8971846547,-80.201802977
534,25.8973603138,-80.2046346001
535,25.8974900418,-80.2003556742
536,25.8975335208,-80.1993665092
537,25.8977186522,-80.198718447
538,25.8977186522,-80.198718447
539,25.8977223208,-80.1952590553
540,25.8979552814,-80.1905056901
541,25.8981373567,-80.2076970433
542,25.8981981303,-80.2061152429
543,25.8983280797,-80.1987709507
544,25.8986777651,-80.1884098679
545,25.8987268551,-80.196292872
546,25.898767528,-80.2048989289
547,25.8987902749,-80.2044602847
548,25.8988872175,-80.2084893236
549,25.8990169721,-80.2022322845
550,25.8993847732,-80.206114487
551,25.8999274518,-80.1987631521
552,25.9003812358,-80.2083634821
553,25.9004635473,-80.2079081016
554,25.9005174184,-80.1954845546
555,25.9007589809,-80.2035637055
556,25.9010356656,-80.202705202
557,25.9012460639,-80.1978055
558,25.9013900754,-80.1997584589
559,25.9014674102,-80.2035980947
560,25.9014858056,-80.2091056873
561,25.9016999088,-80.2055171261
562,25.9018503233,-80.2091224267
563,25.9019044751,-80.2069186495
564,25.9019099062,-80.1978409475
565,25.9019630729,-80.2079114025
566,25.9023675238,-80.195642383
567,25.9023731662,-80.1888290013
568,25.9023774287,-80.1886566447
569,25.9025827719,-80.2095087177
570,25.9025966853,-80.2058329533
571,25.9026680967,-80.2040853716
572,25.9033605956,-80.1959067599
573,25.9035948207,-80.1998423787
574,25.9044783539,-80.2069038816
575,25.9045315011,-80.209234567
576,25.9048212624,-80.1967675
577,25.9048715295,-80.1936808083
578,25.9059202554,-80.1907433445
579,25.9059790832,-80.1893845893
580,25.9059790832,-80.1893845893
581,25.9060377228,-80.187832099
582,25.9063002699,-80.2023047175
583,25.9066831641,-80.2020885602
584,25.9070276672,-80.2061838065
585,25.9071258583,-80.2039301191
586,25.9072325423,-80.2016487346
587,25.9083908048,-80.1943364471
588,25.9085857717,-80.1911135691
589,25.9087110213,-80.1994204182
590,25.909079323,-80.2005218677
591,25.9092378311,-80.1885504614
592,25.9092933343,-80.1920979174
593,25.9097212505,-80.2002586988
594,25.9099538486,-80.1923518155
595,25.9099582045,-80.2032797634
596,25.9100766609,-80.1886086652
597,25.9101607243,-80.1921496437
598,25.910301469,-80.2040331566
599,25.9110641687,-80.1896256588
600,25.9112126398,-80.1959169253
601,25.91152764,-80.1933508357
602,25.9117656347,-80.2038598297
603,25.9118597623,-80.2016287057
604,25.9130063856,-80.2052432676
605,25.9132509647,-80.1999538248
606,25.9133565468,-80.1904826666
607,25.9134589229,-80.193812009
608,25.9138240827,-80.1993696073
609,25.9138438084,-80.2089824022
610,25.9141486367,-80.1954027784
611,25.9147261428,-80.1894153001
612,25.9147669407,-80.2041654138
613,25.9149041602,-80.2043546186
614,25.9151679342,-80.1891880653
615,25.9156007689,-80.2075387687
616,25.9159518989,-80.1947341374
617,25.9163191615,-80.2080702829
618,25.9166186147,-80.2028343845
619,25.916669094,-80.2016195039
620,25.916867868,-80.2068321777
621,25.9169974802,-80.2074103691
622,25.9170276331,-80.2052971512
623,25.9170500709,-80.2077006613
624,25.9179621584,-80.1955745491
625,25.9183630819,-80.1995987426
626,25.9185473307,-80.2016197636
627,25.9187776657,-80.1940787212
628,25.918888103,-80.1897171211
629,25.9191676712,-80.2002059898
630,25.9193024369,-80.1892370853
631,25.9200607847,-80.2054022548
632,25.9205889466,-80.1966087682
633,25.9208911465,-80.1906674844
634,25.921228476,-80.1947315309
635,25.9214319566,-80.1888692696
636,25.9214528266,-80.1993259965
637,25.9216507813,-80.1913436096
638,25.9219660936,-80.1997847574
639,25.9220460414,-80.1925658039
640,25.9228274832,-80.1911150446
641,25.9237515074,-80.1924638359
642,25.9238069741,-80.1909828282
643,25.9243557491,-80.1888305807
644,25.9249723984,-80.1923255276
645,25.925123624,-80.1991008153
646,25.9252355803,-80.192900868
647,25.925431275,-80.1887015156
648,25.9255583816,-80.2014649482
649,25.9263273489,-80.1951260412
650,25.9267123797,-80.1924113417
651,25.9271131651,-80.193035061
652,25.9271131651,-80.193035061
653,25.8616717463,-80.2243359488
654,25.8621288223,-80.2334752276
655,25.8625329738,-80.2336535102
656,25.8625758854,-80.2366465083
657,25.8626298432,-80.2348197186
658,25.8627845859,-80.2400679364
659,25.8631217693,-80.2210601353
660,25.8633106518,-80.2373213987
661,25.8633518302,-80.2359902299
662,25.8636968601,-80.2333838154
663,25.8637459064,-80.22475995
664,25.8644498448,-80.2329410246
665,25.8645301037,-80.2315249564
666,25.8647650309,-80.2221462013
667,25.8648249117,-80.2351359365
668,25.8650534711,-80.2378434835
669,25.8652296363,-80.2244438459
670,25.8657476323,-80.2394617133
671,25.8660106982,-80.2130346088
672,25.866157475,-80.2242604688
673,25.8663599136,-80.2197686056
674,25.8663841461,-80.2191929274
675,25.8665531302,-80.2239044331
676,25.8669960389,-80.2143829431
677,25.8671846325,-80.2169764033
678,25.8672268351,-80.2395179535
679,25.867437322,-80.2253714255
680,25.8676515719,-80.2162016352
681,25.8679152945,-80.2167910804
682,25.8679541162,-80.233099088
683,25.867979509,-80.2245316546
684,25.868004331,-80.2237391546
685,25.868044157,-80.2224607168
686,25.8683366507,-80.2168062521
687,25.8692768172,-80.216185282
688,25.8699613999,-80.2169734544
689,25.8701594705,-80.2375337491
690,25.8702689656,-80.2408458505
691,25.8705609116,-80.2371158219
692,25.8706063293,-80.2420280311
693,25.8706063293,-80.2420280311
694,25.8706290802,-80.2406501319
695,25.870845358,-80.2350017296
696,25.8708490026,-80.2348260521
697,25.8712366949,-80.2327922752
698,25.8715930056,-80.2124902127
699,25.871705382,-80.2373681439
700,25.8719533117,-80.2301110452
701,25.8721527396,-80.2122723031
702,25.8723325662,-80.2179254226
703,25.8725726169,-80.2412568496
704,25.8727724769,-80.2179193544
705,25.872975219,-80.2318771161
706,25.8738280157,-80.2166233408
707,25.8742322575,-80.2175237172
708,25.8749712961,-80.2173394589
709,25.8750409863,-80.2148799866
710,25.8751708091,-80.2138802813
711,25.8752015395,-80.2187322701
712,25.8756698104,-80.2206786481
713,25.8756779081,-80.222010329
714,25.8756878899,-80.2217974817
715,25.8759700947,-80.2171648721
716,25.8761025102,-80.2348517176
717,25.8762951741,-80.2281461624
718,25.8763740978,-80.2245810536
719,25.8767306775,-80.2174133147
720,25.876928347,-80.2225733554
721,25.8770526675,-80.2271101973
722,25.8770882688,-80.2115228651
723,25.8771054841,-80.2256274592
724,25.8771746375,-80.2172177808
725,25.8772145552,-80.222819947
726,25.8772840324,-80.2145397468
727,25.877654887,-80.2316824273
728,25.8776741773,-80.2215288271
729,25.8777834522,-80.227133218
730,25.8781023086,-80.2310056352
731,25.8784526068,-80.2131284271
732,25.878798671,-80.2320765986
733,25.8788317352,-80.213005124
734,25.8788411261,-80.2419935637
735,25.8789184441,-80.2277875819
736,25.8789247441,-80.2413719739
737,25.8789368256,-80.2410258214
738,25.879072027,-80.232406454
739,25.8796916744,-80.2285452662
740,25.8802300274,-80.2129193364
741,25.8808846979,-80.2209105195
742,25.8808938296,-80.2191130336
743,25.8809054805,-80.2140027753
744,25.8813790707,-80.2191283456
745,25.8815240023,-80.2162957241
746,25.881799498,-80.2163037178
747,25.8824431501,-80.2118335756
748,25.8826763636,-80.2131681617
749,25.882676431,-80.222462393
750,25.8827051059,-80.2217230412
751,25.8827111273,-80.2120368783
752,25.8833852389,-80.2352975556
753,25.884056654,-80.2185045673
754,25.8843317721,-80.2417477928
755,25.8844068484,-80.2236257117
756,25.8845550647,-80.2198393917
757,25.8846152415,-80.2310651416
758,25.8846164421,-80.2185247088
759,25.884699034,-80.224185042
760,25.8847363527,-80.2154514962
761,25.8847940415,-80.2321614526
762,25.8849471752,-80.2337464007
763,25.8849594819,-80.2329584864
764,25.8851189897,-80.2148712211
765,25.885152027,-80.2139781869
766,25.885274711,-80.2129794054
767,25.8858082911,-80.2225276298
768,25.8860137985,-80.2326921564
769,25.8860237531,-80.2150743368
770,25.8861222997,-80.2257499097
771,25.8861222997,-80.2257499097
772,25.8863511155,-80.2290751119
773,25.8865208985,-80.2274929121
774,25.8865799655,-80.223470837
775,25.8866190924,-80.230685171
776,25.8866930033,-80.2206354386
777,25.8867892357,-80.2185848834
778,25.8875503766,-80.2134981277
779,25.8875672904,-80.2352951374
780,25.8875699981,-80.2287805902
781,25.8879433872,-80.2361046004
782,25.8879450305,-80.2257107008
783,25.8880095438,-80.2130377592
784,25.8883522877,-80.2255472955
785,25.8886004228,-80.2365827894
786,25.8887336621,-80.2296722772
787,25.8888133017,-80.2304855594
788,25.8888779444,-80.2120065419
789,25.8889823248,-80.2288809779
790,25.8893490733,-80.2136914163
791,25.8893530849,-80.232388553
792,25.889355601,-80.2135188556
793,25.8894009278,-80.2123868068
794,25.8894087501,-80.2122081484
795,25.8898113429,-80.2246460392
796,25.889830622,-80.2241101505
797,25.8898429308,-80.2237351726
798,25.8901706722,-80.2273571367
799,25.890248021,-80.2139161015
800,25.8905992779,-80.2141050886
801,25.890624744,-80.2134021231
802,25.8907562252,-80.2281455552
803,25.8907952658,-80.2396748493
804,25.8908159124,-80.2412838813
805,25.8909200631,-80.2199469123
806,25.8910949654,-80.2252822976
807,25.8911380552,-80.2127102716
808,25.8912342115,-80.2389307558
809,25.8912375771,-80.218403858
810,25.8912375771,-80.218403858
811,25.8913259412,-80.2306088208
812,25.8916389441,-80.2241825848
813,25.8916550805,-80.2188180986
814,25.8917639651,-80.2290191259
815,25.8917859815,-80.2212502717
816,25.8921496609,-80.211824358
817,25.8924501126,-80.2164686611
818,25.8925660192,-80.2239870645
819,25.8926727449,-80.2193660722
820,25.8926859278,-80.2182710715
821,25.8928539917,-80.232679939
822,25.8930353549,-80.2358107082
823,25.8930994384,-80.2326631365
824,25.8931100027,-80.2228447013
825,25.8934911256,-80.2157072053
826,25.8936423448,-80.2196746672
827,25.8936803744,-80.2307585299
828,25.8938861419,-80.2138937853
829,25.8939915371,-80.2418455948
830,25.8940780149,-80.2315122729
831,25.8941618431,-80.2322446459
