index,SALE_PRC
616,239000.0
617,155000.0
618,320000.0
619,310000.0
620,280000.0
621,117500.0
622,239900.0
623,117500.0
624,370500.0
625,285100.0
626,378000.0
627,425000.0
628,228000.0
629,262000.0
630,229000.0
631,499500.0
632,320000.0
633,278000.0
634,185000.0
635,180000.0
636,150000.0
637,115000.0
638,130000.0
639,146000.0
640,255000.0
641,103000.0
642,135000.0
643,200000.0
644,265000.0
645,330000.0
646,174000.0
647,175000.0
648,319000.0
649,290000.0
650,180000.0
651,152000.0
652,206000.0
653,127000.0
654,135000.0
655,120000.0
656,265000.0
657,136500.0
658,150000.0
659,184000.0
660,235000.0
661,270000.0
662,135000.0
663,249000.0
664,180000.0
665,219000.0
666,185000.0
667,206000.0
668,165000.0
669,215000.0
670,138000.0
671,119000.0
672,230000.0
673,205000.0
674,210000.0
675,230000.0
676,115000.0
677,239000.0
678,145000.0
679,215000.0
680,217000.0
681,144400.0
682,110000.0
683,185000.0
684,232500.0
685,187000.0
686,230000.0
687,170000.0
688,160000.0
689,170000.0
690,165000.0
691,89000.0
692,123000.0
693,134500.0
694,245000.0
695,115000.0
696,220000.0
697,151800.0
698,90000.0
699,185000.0
700,208000.0
701,95000.0
702,175000.0
703,199000.0
704,168000.0
705,310000.0
706,162000.0
707,170000.0
708,165000.0
709,155000.0
710,97000.0
711,130000.0
712,125000.0
713,136000.0
714,215000.0
715,174000.0
716,200000.0
717,120000.0
718,140000.0
719,113000.0
720,147500.0
721,186000.0
722,137000.0
723,98000.0
724,209900.0
725,145000.0
726,141000.0
727,250000.0
728,112000.0
729,120000.0
730,210000.0
731,80000.0
732,150000.0
733,185000.0
734,210000.0
735,140000.0
736,215000.0
737,228000.0
738,185000.0
739,222000.0
740,165000.0
741,110000.0
742,145000.0
743,180000.0
744,180000.0
745,120000.0
746,100000.0
747,223000.0
748,220000.0
749,150000.0
750,165000.0
751,165000.0
752,163000.0
753,185000.0
754,133500.0
755,226000.0
756,164900.0
757,205000.0
758,160000.0
759,275000.0
760,134000.0
761,120000.0
762,170000.0
763,150000.0
764,99000.0
765,95000.0
766,135000.0
767,160000.0
768,150000.0
769,320000.0
770,116000.0
771,190000.0
772,100000.0
773,145000.0
774,205000.0
775,117000.0
776,125000.0
777,91000.0
778,176500.0
779,99900.0
780,139000.0
781,169000.0
782,159300.0
783,125000.0
784,97100.0
785,115000.0
786,135000.0
787,148900.0
788,210000.0
789,155000.0
790,175000.0
791,175000.0
792,101100.0
793,110000.0
794,120000.0
795,117000.0
796,154000.0
797,125000.0
798,165000.0
799,120000.0
800,145000.0
801,140000.0
802,210000.0
803,118000.0
804,75000.0
805,174000.0
806,125000.0
807,196000.0
808,215000.0
809,104900.0
810,215000.0
811,133000.0
812,140000.0
813,105000.0
814,115000.0
815,140000.0
816,100000.0
817,135000.0
818,210000.0
819,155000.0
820,172000.0
821,135000.0
822,177000.0
823,189000.0
824,155000.0
825,199000.0
826,150000.0
827,181000.0
828,190000.0
829,244000.0
830,220000.0
831,145000.0
832,168300.0
833,170000.0
834,135000.0
835,115000.0
836,150000.0
837,170000.0
838,230000.0
839,165000.0
840,99000.0
841,100000.0
842,189000.0
843,155000.0
844,171000.0
845,265000.0
846,168000.0
847,135000.0
848,165000.0
849,185000.0
850,168000.0
851,92000.0
852,190000.0
853,135000.0
854,170000.0
855,125000.0
856,165000.0
857,162000.0
858,170000.0
859,180000.0
860,140000.0
861,180000.0
862,125000.0
863,155000.0
864,155000.0
865,252000.0
866,169000.0
867,85000.0
868,129833.0
869,160000.0
870,110000.0
871,130000.0
872,125000.0
873,129900.0
874,170000.0
875,148500.0
876,125000.0
877,84200.0
878,75000.0
879,125000.0
880,100000.0
881,162700.0
882,87000.0
883,178000.0
884,107000.0
885,220000.0
886,175000.0
887,135000.0
888,119000.0
889,280000.0
890,286000.0
891,90000.0
892,130000.0
893,94000.0
894,242000.0
895,142500.0
896,85000.0
897,140000.0
898,200000.0
899,92000.0
900,114000.0
901,150000.0
902,141800.0
903,101000.0
904,100000.0
905,125000.0
906,234000.0
907,120000.0
908,197000.0
909,180000.0
910,119900.0
911,158000.0
912,254500.0
913,210000.0
914,127400.0
915,160000.0
916,200000.0
917,170000.0
918,135000.0
919,189000.0
920,135000.0
921,360000.0
922,190000.0
923,195000.0
924,148000.0
925,150000.0
926,113500.0
927,165000.0
928,170000.0
929,72000.0
930,146000.0
931,190000.0
932,195000.0
933,193000.0
934,150000.0
935,165000.0
936,148000.0
937,210000.0
938,210000.0
939,107000.0
940,125000.0
941,159000.0
942,163000.0
943,346000.0
944,187000.0
945,165000.0
946,143000.0
947,137000.0
948,175700.0
949,159000.0
950,122500.0
951,140500.0
952,125000.0
953,199900.0
954,149000.0
955,117000.0
956,250000.0
957,126000.0
958,184900.0
959,195000.0
960,135000.0
961,160000.0
962,84000.0
963,170000.0
964,130000.0
965,152000.0
966,190000.0
967,160000.0
968,222000.0
969,162000.0
970,167000.0
971,135000.0
972,125000.0
973,168000.0
974,192000.0
975,143000.0
976,152000.0
977,137000.0
978,131800.0
979,175000.0
980,150000.0
981,118000.0
982,191000.0
983,175000.0
984,140000.0
985,148000.0
986,158000.0
987,160000.0
988,145000.0
989,207500.0
990,175000.0
991,175000.0
992,196000.0
993,170000.0
994,205000.0
995,200000.0
996,200000.0
997,102000.0
998,195000.0
999,198000.0
1000,178000.0
1001,159900.0
1002,190000.0
1003,170000.0
1004,178000.0
1005,87500.0
1006,229700.0
1007,121000.0
1008,199000.0
1009,173000.0
1010,167000.0
1011,197500.0
1012,245000.0
1013,170000.0
1014,220000.0
1015,180000.0
1016,250000.0
1017,165000.0
1018,205000.0
1019,200500.0
1020,260000.0
1021,200000.0
1022,165000.0
1023,222000.0
1024,150000.0
1025,190000.0
1026,163200.0
1027,210000.0
1028,112000.0
1029,117000.0
1030,145000.0
1031,166500.0
1032,169900.0
1033,260000.0
1034,190000.0
1035,208000.0
1036,187000.0
1037,189600.0
1038,195000.0
1039,190000.0
1040,153000.0
1041,225000.0
1042,215000.0
1043,200000.0
1044,205000.0
1045,165000.0
1046,210000.0
1047,215000.0
1048,165000.0
1049,210000.0
1050,184000.0
1051,210000.0
1052,190000.0
1053,330000.0
1054,270000.0
1055,190000.0
1056,230000.0
1057,189000.0
1058,233000.0
1059,285000.0
1060,230000.0
1061,225000.0
1062,315000.0
1063,310000.0
1064,195000.0
1065,255000.0
1066,294500.0
1067,249000.0
1068,290000.0
1069,235000.0
1070,283000.0
1071,240000.0
1072,227000.0
1073,290000.0
1074,270000.0
1075,240000.0
1076,300000.0
1077,303000.0
1078,300000.0
1079,220000.0
1080,250000.0
1081,244000.0
1082,260000.0
1083,260000.0
1084,220000.0
1085,277900.0
1086,317000.0
1087,230000.0
1088,295900.0
1089,200000.0
1090,260000.0
1091,295000.0
1092,255000.0
1093,220000.0
1094,247000.0
1095,275000.0
1096,260000.0
1097,242500.0
1098,212100.0
1099,245000.0
1100,280000.0
1101,235000.0
1102,241000.0
1103,280000.0
1104,257500.0
1105,260000.0
1106,250000.0
1107,296000.0
1108,260000.0
1109,359000.0
1110,349000.0
1111,270000.0
1112,260000.0
1113,260000.0
1114,287000.0
1115,350000.0
1116,235000.0
1117,247500.0
1118,260000.0
1119,277000.0
1120,242000.0
1121,225000.0
1122,291000.0
1123,270000.0
1124,195000.0
1125,245000.0
1126,250000.0
1127,261000.0
1128,275000.0
1129,206000.0
1130,229000.0
1131,242600.0
1132,185000.0
1133,295000.0
1134,250000.0
1135,247500.0
1136,305000.0
1137,335000.0
1138,240000.0
1139,279000.0
1140,286200.0
1141,262000.0
1142,300000.0
1143,256000.0
1144,275000.0
1145,190000.0
1146,255000.0
1147,286000.0
1148,225000.0
1149,220000.0
1150,225000.0
1151,290000.0
1152,238000.0
1153,260000.0
1154,269900.0
1155,250000.0
1156,303000.0
1157,306000.0
1158,310000.0
1159,305000.0
1160,350000.0
1161,255000.0
1162,290000.0
1163,230000.0
1164,262000.0
1165,270000.0
1166,270000.0
1167,250000.0
1168,340000.0
1169,205000.0
1170,240000.0
1171,305000.0
1172,295000.0
1173,250000.0
1174,313000.0
1175,295000.0
1176,200000.0
1177,275000.0
1178,298000.0
1179,280000.0
1180,350000.0
1181,282500.0
1182,300000.0
1183,207500.0
1184,247000.0
1185,285000.0
1186,190000.0
1187,250000.0
1188,290000.0
1189,230000.0
1190,290000.0
1191,320000.0
1192,217900.0
1193,245000.0
1194,230000.0
1195,211000.0
1196,262500.0
1197,230000.0
1198,345000.0
1199,250000.0
1200,290000.0
1201,290000.0
1202,290000.0
1203,250000.0
1204,212000.0
1205,220000.0
1206,255000.0
1207,220000.0
1208,248000.0
1209,200000.0
1210,300000.0
1211,238000.0
1212,205000.0
1213,290000.0
1214,250000.0
1215,270000.0
1216,200000.0
1217,280000.0
1218,250000.0
1219,175000.0
1220,220000.0
1221,175000.0
1222,260000.0
1223,275000.0
1224,270000.0
1225,320000.0
1226,290000.0
1227,200000.0
1228,250000.0
1229,260000.0
1230,300000.0
1231,220000.0
1232,309900.0
1233,365000.0
1234,266000.0
1235,320000.0
1236,210000.0
1237,200000.0
1238,275000.0
1239,290000.0
1240,224900.0
1241,172000.0
1242,205000.0
1243,270000.0
1244,275000.0
1245,293000.0
1246,210000.0
1247,320000.0
1248,255000.0
1249,275000.0
1250,325000.0
1251,274000.0
1252,260000.0
1253,325000.0
1254,335000.0
1255,260000.0
1256,290000.0
1257,199000.0
1258,295000.0
1259,210000.0
1260,285000.0
1261,235000.0
1262,290000.0
1263,290000.0
1264,325000.0
1265,275000.0
1266,265000.0
1267,270000.0
1268,295000.0
1269,225000.0
1270,430000.0
1271,233000.0
1272,255000.0
1273,289000.0
1274,240000.0
1275,270000.0
1276,295000.0
1277,253000.0
1278,343000.0
1279,240000.0
1280,300000.0
1281,265000.0
1282,340000.0
1283,365000.0
1284,339000.0
1285,335000.0
1286,325000.0
1287,325000.0
1288,305000.0
1289,316500.0
1290,250000.0
1291,260000.0
1292,255000.0
1293,200000.0
1294,176100.0
1295,255000.0
1296,244000.0
1297,260000.0
1298,289000.0
1299,300000.0
1300,195000.0
1301,213000.0
1302,256000.0
1303,220000.0
1304,250000.0
1305,255000.0
1306,337000.0
1307,237000.0
1308,230000.0
1309,230000.0
1310,294000.0
1311,235000.0
1312,275000.0
1313,290000.0
1314,280000.0
1315,287000.0
1316,250000.0
1317,370000.0
1318,265000.0
1319,249500.0
1320,175000.0
1321,290000.0
1322,265000.0
1323,245000.0
1324,200000.0
1325,188500.0
1326,292000.0
1327,195300.0
1328,249000.0
1329,275000.0
1330,193000.0
1331,295000.0
1332,225000.0
1333,290000.0
1334,215000.0
1335,255000.0
1336,300000.0
1337,280000.0
1338,307000.0
1339,267000.0
1340,260000.0
1341,150000.0
1342,265000.0
1343,235000.0
1344,260000.0
1345,230000.0
1346,225000.0
1347,230000.0
1348,255000.0
1349,270000.0
1350,74900.0
1351,215000.0
1352,100000.0
1353,155000.0
1354,117000.0
1355,110000.0
1356,130000.0
1357,115000.0
1358,110000.0
1359,140000.0
1360,90000.0
1361,90000.0
1362,135000.0
1363,219000.0
1364,174000.0
1365,215000.0
1366,110000.0
1367,185000.0
1368,185000.0
1369,220000.0
1370,190000.0
1371,125000.0
1372,205000.0
1373,298000.0
1374,250000.0
1375,179900.0
1376,161000.0
1377,180000.0
1378,114900.0
1379,185000.0
1380,128000.0
1381,205000.0
1382,125000.0
1383,175000.0
1384,127500.0
1385,139000.0
1386,178000.0
1387,210000.0
1388,110000.0
1389,128000.0
1390,160000.0
1391,145000.0
1392,137000.0
1393,175000.0
1394,210000.0
1395,132500.0
1396,145000.0
1397,158000.0
1398,190000.0
1399,120000.0
1400,85000.0
1401,169000.0
1402,235000.0
1403,190000.0
1404,157500.0
1405,193000.0
1406,76000.0
1407,182000.0
1408,213000.0
1409,150000.0
1410,240000.0
1411,111000.0
1412,260000.0
1413,170000.0
1414,214000.0
1415,90000.0
1416,180000.0
1417,215000.0
1418,200000.0
1419,235000.0
1420,244000.0
1421,169000.0
1422,189000.0
1423,173000.0
1424,178000.0
1425,191000.0
1426,195000.0
1427,212500.0
1428,150000.0
1429,120000.0
1430,215000.0
1431,81000.0
1432,75000.0
1433,100000.0
1434,179900.0
1435,80000.0
1436,163200.0
1437,150000.0
1438,115000.0
1439,177000.0
1440,90000.0
1441,130000.0
1442,99900.0
1443,82100.0
1444,105000.0
1445,87000.0
1446,132000.0
1447,100000.0
1448,85000.0
1449,116500.0
1450,110000.0
1451,82500.0
1452,145000.0
1453,130000.0
1454,135000.0
1455,117000.0
1456,210000.0
1457,105000.0
1458,205000.0
1459,160000.0
1460,140000.0
1461,195000.0
1462,137000.0
1463,124000.0
1464,180000.0
1465,119000.0
1466,94700.0
1467,100000.0
1468,137500.0
1469,76800.0
1470,110000.0
1471,155000.0
1472,101000.0
1473,133000.0
1474,155000.0
1475,107000.0
1476,127000.0
1477,190000.0
1478,130000.0
1479,87000.0
1480,148000.0
1481,180000.0
1482,106000.0
1483,168000.0
1484,125000.0
1485,145000.0
1486,201300.0
1487,115000.0
1488,76000.0
1489,100000.0
1490,150000.0
1491,120000.0
1492,132000.0
1493,169000.0
1494,85000.0
1495,156000.0
1496,175000.0
1497,120000.0
1498,115000.0
1499,175000.0
1500,135000.0
1501,140000.0
1502,80000.0
1503,175000.0
1504,149900.0
1505,77800.0
1506,106900.0
1507,155000.0
1508,205000.0
1509,82500.0
1510,96500.0
1511,78000.0
1512,115500.0
1513,124900.0
1514,97000.0
1515,352000.0
1516,115000.0
1517,90000.0
1518,395000.0
1519,210000.0
1520,176500.0
1521,209000.0
1522,245000.0
1523,395000.0
1524,198000.0
1525,160000.0
1526,208000.0
1527,217000.0
1528,110000.0
1529,460000.0
1530,185000.0
1531,150000.0
1532,235000.0
1533,118000.0
1534,280000.0
1535,150000.0
1536,287500.0
1537,81500.0
1538,215000.0
1539,212000.0
1540,575000.0
1541,139000.0
1542,215000.0
1543,150000.0
1544,475000.0
1545,127000.0
1546,237000.0
1547,462000.0
1548,400000.0
1549,170000.0
1550,350000.0
1551,107000.0
1552,229000.0
1553,275000.0
1554,680000.0
1555,160000.0
1556,172000.0
1557,100000.0
1558,174000.0
1559,160000.0
1560,187500.0
1561,210000.0
1562,115000.0
1563,164000.0
1564,163000.0
1565,130000.0
1566,174000.0
1567,350000.0
1568,365000.0
1569,295000.0
1570,299900.0
1571,360000.0
1572,340000.0
1573,370000.0
1574,240000.0
1575,419000.0
1576,395000.0
1577,479000.0
1578,393000.0
1579,450000.0
1580,440000.0
1581,355000.0
1582,699000.0
1583,419000.0
1584,575000.0
1585,270000.0
1586,350000.0
1587,535000.0
1588,525000.0
1589,405000.0
1590,680000.0
1591,490000.0
1592,425000.0
1593,419000.0
1594,450000.0
1595,399000.0
1596,890000.0
1597,405000.0
1598,360000.0
1599,298000.0
1600,315300.0
1601,485000.0
1602,136000.0
1603,375000.0
1604,630000.0
1605,590600.0
1606,385000.0
1607,299000.0
1608,376000.0
1609,385000.0
1610,600000.0
1611,710000.0
1612,300000.0
1613,650000.0
1614,605000.0
1615,390000.0
1616,410000.0
1617,367000.0
1618,775000.0
1619,395000.0
1620,515000.0
1621,422500.0
1622,99000.0
1623,415000.0
1624,630000.0
1625,290000.0
1626,492000.0
1627,1040000.0
1628,548500.0
1629,145500.0
1630,340000.0
1631,637500.0
1632,305000.0
1633,555000.0
1634,202000.0
1635,635000.0
1636,560000.0
1637,582000.0
1638,1215000.0
1639,489000.0
1640,540000.0
1641,460000.0
1642,919000.0
1643,300000.0
1644,540000.0
1645,555000.0
1646,130000.0
1647,590000.0
1648,79900.0
1649,94000.0
1650,373000.0
1651,572500.0
1652,1250000.0
1653,405000.0
1654,630000.0
1655,692500.0
1656,278000.0
1657,340000.0
1658,735000.0
1659,540100.0
1660,145000.0
1661,505000.0
1662,725000.0
1663,152000.0
1664,125000.0
1665,180000.0
1666,215000.0
1667,269000.0
1668,506100.0
1669,399900.0
1670,756000.0
1671,80000.0
1672,492500.0
1673,305000.0
1674,500000.0
1675,175000.0
1676,154000.0
1677,147000.0
1678,577500.0
1679,611700.0
1680,210000.0
1681,489000.0
1682,780000.0
1683,380000.0
1684,640000.0
1685,578000.0
1686,468800.0
1687,277000.0
1688,800000.0
1689,230000.0
1690,455000.0
1691,352100.0
1692,370000.0
1693,172000.0
1694,295000.0
1695,450000.0
1696,500000.0
1697,525000.0
1698,482000.0
1699,183900.0
1700,720000.0
1701,375000.0
1702,466500.0
1703,500000.0
1704,390000.0
1705,560000.0
1706,259000.0
1707,415000.0
1708,525000.0
1709,557500.0
1710,465000.0
1711,435000.0
1712,385000.0
1713,101000.0
1714,475000.0
1715,500000.0
1716,407500.0
1717,210000.0
1718,450000.0
1719,166000.0
1720,250000.0
1721,425000.0
1722,455000.0
1723,435000.0
1724,512000.0
1725,292000.0
1726,322500.0
1727,396000.0
1728,345000.0
1729,425000.0
1730,545000.0
1731,522000.0
1732,357000.0
1733,395000.0
1734,412000.0
1735,549000.0
1736,345000.0
1737,165000.0
1738,250000.0
1739,225000.0
1740,245200.0
1741,284000.0
1742,182500.0
1743,434000.0
1744,350000.0
1745,435000.0
1746,195000.0
1747,515000.0
1748,275000.0
1749,315000.0
1750,239000.0
1751,183500.0
1752,249000.0
1753,235000.0
1754,575000.0
1755,575000.0
1756,483000.0
1757,189000.0
1758,520000.0
1759,199000.0
1760,295000.0
1761,176000.0
1762,245000.0
1763,220000.0
1764,200000.0
1765,289000.0
1766,449900.0
1767,250000.0
1768,260500.0
1769,290000.0
1770,181000.0
1771,417000.0
1772,205000.0
1773,409000.0
1774,500000.0
1775,273000.0
1776,380000.0
1777,310000.0
1778,510000.0
1779,150000.0
1780,120000.0
1781,131000.0
1782,270000.0
1783,200000.0
1784,340000.0
1785,310000.0
1786,93000.0
1787,185000.0
1788,152000.0
1789,265000.0
1790,263000.0
1791,329000.0
1792,115000.0
1793,160000.0
1794,146000.0
1795,155000.0
1796,364000.0
1797,385000.0
1798,410000.0
1799,250000.0
1800,262000.0
1801,920000.0
1802,710000.0
1803,410000.0
1804,424000.0
1805,1200000.0
1806,595000.0
1807,1040000.0
1808,255000.0
1809,289000.0
1810,395000.0
1811,480000.0
1812,777200.0
1813,775000.0
1814,1100000.0
1815,515000.0
1816,410000.0
1817,465000.0
1818,575000.0
1819,400000.0
1820,460000.0
1821,687000.0
1822,882000.0
1823,530000.0
1824,735000.0
1825,1250000.0
1826,865000.0
1827,1160000.0
1828,517500.0
1829,732500.0
1830,650000.0
1831,570000.0
1832,520000.0
1833,929000.0
1834,639000.0
1835,616000.0
1836,690000.0
1837,409900.0
1838,990000.0
1839,715000.0
1840,625000.0
1841,675000.0
1842,699000.0
1843,785000.0
1844,575000.0
1845,1300000.0
1846,1450000.0
1847,1150000.0
1848,1125000.0
1849,455000.0
1850,930000.0
1851,1050000.0
1852,1010500.0
1853,435000.0
1854,532500.0
1855,485000.0
1856,469000.0
1857,399000.0
1858,210000.0
1859,305000.0
1860,367500.0
1861,360000.0
1862,240000.0
1863,670000.0
